ID,Type,Arabic_Words,Issues
omw-arb-05653848-n,Synset,إِحْساس خارِجِي,No Arabic definition; No examples
omw-arb-05654052-n,Synset,إِحْساس داخِلِي,No Arabic definition; No examples
omw-arb-05659856-n,Synset,إِحْساس بِالجسد,No Arabic definition; No examples
omw-arb-05725378-n,Synset,إِحْساس بِالحرارة أو البُرُودة,No Arabic definition; No examples
omw-arb-05721180-n,Synset,إِحْساس بِالجسد,No Arabic definition; No examples
omw-arb-02283324-v,Synset,"إِحْتفظ, أبْقى",No Arabic definition; No examples
omw-arb-02302220-v,Synset,"إِحْتفظ, إِسْتبْقى, بقِي",No Arabic definition; No examples
omw-arb-02213690-v,Synset,"إِحْتفظ بـِ, اِسْتمْسك بـِ, تمسّك بـِ",No Arabic definition; No examples
omw-arb-00857923-v,Synset,"إِحْتفل, إِبْتهج, إِغْتبط",No Arabic definition; No examples
omw-arb-00810598-n,Synset,"إِحْتِفاظ, حِفْظ",No Arabic definition; No examples
omw-arb-00428000-n,Synset,"إِحْتِفال, عِِيْد",No Arabic definition; No examples
omw-arb-00516086-n,Synset,"إِحْتِفال, عِيْد, حفْل",No Arabic definition; No examples
omw-arb-05792010-n,Synset,"إِحْتِمال, إِمْكان, إِمْكانِيّة",No Arabic definition; No examples
omw-arb-00125629-n,Synset,"إِصابة, ضرْب, دقّ",No Arabic definition; No examples
omw-arb-00744758-n,Synset,"إِصابة, بلاء, مُصِيْبة",No Arabic definition; No examples
omw-arb-14285662-n,Synset,"إِصابة, أذى, ضرر",No Arabic definition; No examples
omw-arb-14174549-n,Synset,"إِصابة, عدْوى, مرض مُعْد",No Arabic definition; No examples
omw-arb-00187144-n,Synset,"إِصابة فِي قلْبِ الهدف, إِصابة فِي وسطِ الهدف",No Arabic definition; No examples
omw-arb-00260622-n,Synset,إِصْلاح,No Arabic definition; No examples
omw-arb-00266806-n,Synset,"إِصْلاح, تصْلِيْح",No Arabic definition; No examples
omw-arb-01018366-n,Synset,"إِطالة, إِدامة, تطْويل",No Arabic definition; No examples
omw-arb-14514039-n,Synset,"إِطار, حقْل, مجال",No Arabic definition; No examples
omw-arb-14513259-n,Synset,"إِطار, مجال, نِطاق",No Arabic definition; No examples
omw-arb-14524849-n,Synset,"إِطار, جوّ",No Arabic definition; No examples
omw-arb-03391770-n,Synset,"إِطار, هيْكل",No Arabic definition; No examples
omw-arb-03533972-n,Synset,"إِطار, حلقة, حلْقة",No Arabic definition; No examples
omw-arb-10091651-n,Synset,إِطْفائِيّ,No Arabic definition; No examples
omw-arb-13993842-n,Synset,"إِطْلاق العِنان, تحرُّر, إِطْلاق العِنَان",No Arabic definition; No examples
omw-arb-00122661-n,Synset,"إِطْلاق, إِطْلاق النّار, إِقْتِناص",No Arabic definition; No examples
omw-arb-00986938-n,Synset,"إِطْلاق, إِطْلاق النّار, نار",No Arabic definition; No examples
omw-arb-00521562-n,Synset,"إِظْهار, عرْض, تقْدِيم",No Arabic definition; No examples
omw-arb-06542047-n,Synset,"إِبْعاد, حظْر, منْع",No Arabic definition; No examples
omw-arb-00395333-n,Synset,"إِبْعاد, إِزالة, اِسْتِبْعاد",No Arabic definition; No examples
omw-arb-00057657-n,Synset,إِبْحار,No Arabic definition; No examples
omw-arb-00232386-n,Synset,"إِبْطال, إِلْغاء, إِسْقاط",No Arabic definition; No examples
omw-arb-01185981-n,Synset,"إِبْطال, إِلْغاء, إِسْقاط",No Arabic definition; No examples
omw-arb-00232863-n,Synset,"إِبْطال, إِلْغاء, فسْخ",No Arabic definition; No examples
omw-arb-01238058-n,Synset,"إِبْطال المرْكزِيّة, لا مرْكزِيّة",No Arabic definition; No examples
omw-arb-00908492-n,Synset,"إِبْداع, اِبْتِكار, نشاط إِبْداعِي",No Arabic definition; No examples
omw-arb-00929586-n,Synset,"إِبْداع كلامِي, إِبْداع لفْظِي",No Arabic definition; No examples
omw-arb-07443761-n,Synset,"إِبْدال, اِسْتِبْدال, نقْل",No Arabic definition; No examples
omw-arb-09918248-n,Synset,"إِبْن, نجْل",No Arabic definition; No examples
omw-arb-10624074-n,Synset,"إِبْن, وَلَد",No Arabic definition; No examples
omw-arb-10285313-n,Synset,"إِبْن, صبِيّ, فتى",No Arabic definition; No examples
omw-arb-10084043-n,Synset,إِبْنة,No Arabic definition; No examples
omw-arb-10807487-n,Synset,"إِبْراهِيم, سيُّدنا إِبْراهِيم",No Arabic definition; No examples
omw-arb-03816136-n,Synset,إِبْرة,No Arabic definition; No examples
omw-arb-01728840-v,Synset,"إِبْتده, إِرْتجل",No Arabic definition; No examples
omw-arb-01813884-v,Synset,"إِبْتهج, إِغْتبط, اِنْبسط",No Arabic definition; No examples
omw-arb-00941037-v,Synset,"إِبْتلع, ابتلع, استوعب",No Arabic definition; No examples
omw-arb-00838098-n,Synset,"إِبْتلاع, اِزْدِراد, بلْع",No Arabic definition; No examples
omw-arb-01135952-n,Synset,"إِدارة, تصرُّف, تسْيِير",No Arabic definition; No examples
omw-arb-01133281-n,Synset,"إِدارة, سِياسة, تدْبِير",No Arabic definition; No examples
omw-arb-15266265-n,Synset,"إِدارة, فتْرة رِئاسِيّة, رِئاسة",No Arabic definition; No examples
omw-arb-01136985-n,Synset,"إِدارة, تسْيِير",No Arabic definition; No examples
omw-arb-08165650-n,Synset,إِدارة الرئِيس بُوش,No Arabic definition; No examples
omw-arb-02904075-a,Synset,إِدارِيّ,No Arabic definition; No examples
omw-arb-02904223-a,Synset,"إِدارِيّ, مُدِيرِيّ",No Arabic definition; No examples
omw-arb-00320852-n,Synset,"إِدْماج, إِدْخال, إِيلاج",No Arabic definition; No examples
omw-arb-01202415-n,Synset,"إِدْماج, اِنْدِماج, الدّمْج العُنْصُرِي",No Arabic definition; No examples
omw-arb-05675905-n,Synset,"إِدْراك, عِلْم, دِراية",No Arabic definition; No examples
omw-arb-00023271-n,Synset,"إِدْراك, معْرِفة",No Arabic definition; No examples
omw-arb-14424780-n,Synset,"إِدْراك, بُلُوغ, نُضْج",No Arabic definition; No examples
omw-arb-05675130-n,Synset,"إِدْراك, وَعْي",No Arabic definition; No examples
omw-arb-05170400-n,Synset,"إِدْراك الغاية, إِدْراك الهدف, عزِيمة",No Arabic definition; No examples
omw-arb-06648724-n,Synset,"إِفادة, حُجّة, بُرْهان",No Arabic definition; No examples
omw-arb-05148699-n,Synset,"إِفادة, فائِدة, جدْوى",No Arabic definition; No examples
omw-arb-07213395-n,Synset,"إِفْشاء, بوْح, كشْف",No Arabic definition; No examples
omw-arb-14478433-n,Synset,"إِفْلاس, إِخْفاق, فشل",No Arabic definition; No examples
omw-arb-14478291-n,Synset,"إِفْلاس, عجْز",No Arabic definition; No examples
omw-arb-00046177-n,Synset,"إِفْلات, هُرُوب",No Arabic definition; No examples
omw-arb-14853947-n,Synset,"إِفْرازات, إِخْراج, بُراز",No Arabic definition; No examples
omw-arb-05407119-n,Synset,"إِفْراز داخِلِي, هُرْمُون",No Arabic definition; No examples
omw-arb-09189411-n,Synset,إِفْرِيقْيا,No Arabic definition; No examples
omw-arb-01189113-v,Synset,"إِفْتقر إِلى, أعْوز, اِحْتاج",No Arabic definition; No examples
omw-arb-05888929-n,Synset,"إِفْتِراض, إِمْكانِيّة, ظنّ",No Arabic definition; No examples
omw-arb-00383390-n,Synset,"إِفْتِتاح, فتْح",No Arabic definition; No examples
omw-arb-01209220-n,Synset,"إِغاثة, عوْن, دعْم",No Arabic definition; No examples
omw-arb-00074624-n,Synset,"إِغْفال, إِسْقاط",No Arabic definition; No examples
omw-arb-04664964-n,Synset,"إِغْفال, إِهْمال, غفْلة",No Arabic definition; No examples
omw-arb-01074694-n,Synset,"إِغْلاق, غلْق, سدّ",No Arabic definition; No examples
omw-arb-01327301-v,Synset,"إِغْتال, صفّى, قضى على",No Arabic definition; No examples
omw-arb-00515414-n,Synset,"إِغْواء, إلْهاء, تحايُل",No Arabic definition; No examples
omw-arb-00271263-n,Synset,"إِهانة, إِنْحِلال, اِنْحِطاط",No Arabic definition; No examples
omw-arb-00742645-n,Synset,"إِهْدار, اِسْراف, تبْذِيْر",No Arabic definition; No examples
omw-arb-00739270-n,Synset,"إِهْمال, كسل, سهْو",No Arabic definition; No examples
omw-arb-05706629-n,Synset,"إِهْمال, تغافُل, تجاهُل",No Arabic definition; No examples
omw-arb-00519751-v,Synset,"إِهْتاج, فار, غلى",No Arabic definition; No examples
omw-arb-01828623-v,Synset,إِهْتمّ,No Arabic definition; No examples
omw-arb-01875295-v,Synset,"إِهْتزّ, تأرْجح, تمايل",No Arabic definition; No examples
omw-arb-06596978-n,Synset,"إِِصْدار, عدد",No Arabic definition; No examples
omw-arb-01805684-v,Synset,"إِِِشْتاق, اِشْتهى, عطِش إِلى",No Arabic definition; No examples
omw-arb-02472293-n,Synset,"إِِنْسان, بشر",No Arabic definition; No examples
omw-arb-06746005-n,Synset,"إِجابة, اِسْتِجابة, جواب",No Arabic definition; No examples
omw-arb-07199565-n,Synset,"إِجابة, اِسْتِجابة, جواب",No Arabic definition; No examples
omw-arb-05641959-n,Synset,"إِجادة, هيْمنة, قِيادة",No Arabic definition; No examples
omw-arb-15137890-n,Synset,"إِجازة, عُطْلة",No Arabic definition; No examples
omw-arb-15118453-n,Synset,"إِجازة, راحة",No Arabic definition; No examples
omw-arb-04625882-n,Synset,"إِجْبار, إِكْراه, إِرْغام",No Arabic definition; No examples
omw-arb-01127245-n,Synset,"إِجْبار, إِكْراه, قسْر",No Arabic definition; No examples
omw-arb-14376188-n,Synset,"إِجْهاد, توتُّر",No Arabic definition; No examples
omw-arb-00054821-n,Synset,"إِجْلاء, إِخْلاء, تفْرِيغ",No Arabic definition; No examples
omw-arb-04353803-n,Synset,"إِجْمالي, مجْمُوع",No Arabic definition; No examples
omw-arb-01023820-n,Synset,"إِجْراء, عملِيّة, طرِيقة",No Arabic definition; No examples
omw-arb-00037396-n,Synset,"إِجْراء, أداء, عمل",No Arabic definition; No examples
omw-arb-01023636-n,Synset,إِجْراء,No Arabic definition; No examples
omw-arb-00174412-n,Synset,"إِجْراء, اِعْداد, تدْبِير",No Arabic definition; No examples
omw-arb-01182312-n,Synset,"إِجْراء, قانُون, تشْرِيع",No Arabic definition; No examples
omw-arb-01184814-n,Synset,"إِجْراء, إِجْراء قضائِي, إجْراءات",No Arabic definition; No examples
omw-arb-01168369-n,Synset,"إِجْراء ضغْط مُباشِر, تصرُّف مُباشِر",No Arabic definition; No examples
omw-arb-01024392-n,Synset,"إِجْراء طِبِّيّ, طرِيقة طِبِّيّة",No Arabic definition; No examples
omw-arb-03103198-a,Synset,إِجْرائِيّ,No Arabic definition; No examples
omw-arb-07975026-n,Synset,"إِجْتِماع, حشْد, حشْر",No Arabic definition; No examples
omw-arb-07414922-n,Synset,"إِجْتِماع, جمِيْعة, لقْية",No Arabic definition; No examples
omw-arb-08310389-n,Synset,"إِجْتِماع, جمِيعة, لقْية",No Arabic definition; No examples
omw-arb-00126638-r,Synset,إِجْتِماعِيّاً,No Arabic definition; No examples
omw-arb-00035189-n,Synset,"إِكْمال, إِنْجاز, إتْمام",No Arabic definition; No examples
omw-arb-13298701-n,Synset,"إِكْرامِيّة, بقْشِيش, هِبة",No Arabic definition; No examples
omw-arb-00721437-v,Synset,"إِكْتشف, أدان, أصدر حكما",No Arabic definition; No examples
omw-arb-00522751-v,Synset,"إِكْتسب, حصل على, لقِي",No Arabic definition; No examples
omw-arb-00043195-n,Synset,"إِكْتِشاف, عُثُور, كشْف",No Arabic definition; No examples
omw-arb-00849982-n,Synset,"إِكْثار, إِنْتاج, توْلِيد",No Arabic definition; No examples
omw-arb-00243938-r,Synset,"إِلى الْجنُوب, فِي اِتِّجاه الْجنُوب, فِي الْجنُوب",No Arabic definition; No examples
omw-arb-00146572-n,Synset,"إِلْبِقاء عِنْد نُقْطة, تجمُُّع, تقارُب",No Arabic definition; No examples
omw-arb-06099269-n,Synset,إِلْكتْرُونِيّات,No Arabic definition; No examples
omw-arb-02428924-v,Synset,"إِلْتقى, اِجْتمع, تجمّع",No Arabic definition; No examples
omw-arb-14336539-n,Synset,إِلْتِهاب,No Arabic definition; No examples
omw-arb-00147091-n,Synset,"إِلْتِقاء, اِحْتِشاد, حشْد",No Arabic definition; No examples
omw-arb-01129920-n,Synset,"إِلْتِزام, مسْئُولِيّة, وَاجِب",No Arabic definition; No examples
omw-arb-06382072-n,Synset,"إِلْياذة, إِلْياذة هُومِيرُوس",No Arabic definition; No examples
omw-arb-10537240-n,Synset,إِمْبراطُور رومانيّ,No Arabic definition; No examples
omw-arb-00971463-n,Synset,"إِمْداد, دعْم, تعْزِيز",No Arabic definition; No examples
omw-arb-04562658-n,Synset,"إِمْداد مائِي, ماء, نِظام مائِي",No Arabic definition; No examples
omw-arb-14481929-n,Synset,"إِمْكان, إِمْكانِيّة, اِحْتِمال",No Arabic definition; No examples
omw-arb-05091770-n,Synset,"إِمْكان, اِحْتِمال",No Arabic definition; No examples
omw-arb-05951180-n,Synset,"إِمْكان, إِمْكانِيّة",No Arabic definition; No examples
omw-arb-14482968-n,Synset,"إِمْكان, إِمْكانِيّة, اِحْتِمال",No Arabic definition; No examples
omw-arb-04679300-n,Synset,"إِمْكان, أرْجحِيّة, اِحْتِمال",No Arabic definition; No examples
omw-arb-14482620-n,Synset,"إِمْكانِيّة, أرْجحِيّة, اِحْتِماليّة",No Arabic definition; No examples
omw-arb-07168131-n,Synset,"إِمْلاء, قِيادة",No Arabic definition; No examples
omw-arb-10787470-n,Synset,إِمْرأة,No Arabic definition; No examples
omw-arb-10377021-n,Synset,"إِمْرأة مُسِنّة, عجُوز, عجُوزة",No Arabic definition; No examples
omw-arb-00812526-n,Synset,"إِمْساك, كمْش, مسْك",No Arabic definition; No examples
omw-arb-00812274-n,Synset,"إِمْساك, مسْك, قبْض",No Arabic definition; No examples
omw-arb-01957529-v,Synset,"إِمْتطى, ركِب, أبحر",No Arabic definition; No examples
omw-arb-00797430-v,Synset,"إِمْتنع عن, أبى, رفض",No Arabic definition; No examples
omw-arb-01068773-n,Synset,"إِمْتِناع عن الملذّات, تقشُّف, زُهْد",No Arabic definition; No examples
omw-arb-03094503-n,Synset,"إِناء, حاوِية, وعَاء",No Arabic definition; No examples
omw-arb-04060904-n,Synset,"إِناء, وِعَاء",No Arabic definition; No examples
omw-arb-03525827-n,Synset,إِناء,No Arabic definition; No examples
omw-arb-13649791-n,Synset,"إِنْش, بُوْصة",No Arabic definition; No examples
omw-arb-00804802-v,Synset,"إِنْشقّ, اِخْتلف, عارض",No Arabic definition; No examples
omw-arb-10580030-n,Synset,"إِنْشِقاقِي, إِنْفِصالِي",No Arabic definition; No examples
omw-arb-01907258-v,Synset,"إِنْعطف, إِسْتدار, اِلْتفت",No Arabic definition; No examples
omw-arb-05072663-n,Synset,"إِنْعِطاف, إِنْحِناء, أود",No Arabic definition; No examples
omw-arb-14022959-n,Synset,"إِنْعِدام النّوْم, أرق, سهر",No Arabic definition; No examples
omw-arb-05204637-n,Synset,"إِنْعِدام القُوّة, ضعْف, عجْز",No Arabic definition; No examples
omw-arb-02034300-v,Synset,"إِنْحرف, اِبْتعد, اِنْشقّ",No Arabic definition; No examples
omw-arb-00328885-n,Synset,إِنْحِدار,No Arabic definition; No examples
omw-arb-13907415-n,Synset,"إِنْحِناء, اِنْثِناء, طوْية",No Arabic definition; No examples
omw-arb-00882159-n,Synset,"إِنْصات, إِسْتِماع, سمْع",No Arabic definition; No examples
omw-arb-01874178-v,Synset,"إِنْطلق, إِنْبعث, إِنْدفع",No Arabic definition; No examples
omw-arb-07290905-n,Synset,"إِنْطِلاق  ِاِنْطِلاق, بدْء, بِداية",No Arabic definition; No examples
omw-arb-08507558-n,Synset,"إِنْطِلاق, أصْل, أساس",No Arabic definition; No examples
omw-arb-07505871-n,Synset,"إِنْطِواء, عدم إِكْتِراث, بُعْد",No Arabic definition; No examples
omw-arb-01968569-v,Synset,"إِنْبعث, صعِد, نهض",No Arabic definition; No examples
omw-arb-00044455-n,Synset,"إِنْبِثاق, ظُهُور, بُرُوز",No Arabic definition; No examples
omw-arb-05470189-n,Synset,"إِنْبِثاق, ظُهُور, بُزُوغ",No Arabic definition; No examples
omw-arb-01869563-v,Synset,إِنْدفع,No Arabic definition; No examples
omw-arb-01128984-n,Synset,إِنْدِماج,No Arabic definition; No examples
omw-arb-01122149-n,Synset,"إِنْفاق, صرْف, خَرْج",No Arabic definition; No examples
omw-arb-01122601-n,Synset,"إِنْفاق, صرْف, نفقة",No Arabic definition; No examples
omw-arb-00209943-n,Synset,"إِنْهاء, فسْخ, خَتْم",No Arabic definition; No examples
omw-arb-15268239-n,Synset,"إِنْهاء, وَقْف",No Arabic definition; No examples
omw-arb-15266911-n,Synset,"إِنْهاء, إِنْتِهاء, نِهاية",No Arabic definition; No examples
omw-arb-01976488-v,Synset,"إِنْهار, سقط, تداعى",No Arabic definition; No examples
omw-arb-00334186-v,Synset,"إِنْهار, اِنْكسر, تفتّت",No Arabic definition; No examples
omw-arb-00849523-n,Synset,"إِنْجاب, تكاثُر, تناسُل",No Arabic definition; No examples
omw-arb-03003344-a,Synset,"إِنْجِلِيزِيّ, إِنْكِلِيزِيّ",No Arabic definition; No examples
omw-arb-01909397-v,Synset,"إِنْقلب, أسقط, انقلب",No Arabic definition; No examples
omw-arb-07333649-n,Synset,"إِنْقِضاء أجل, إِنْتِهاء أجل, إِنْتِقال إلى رحْمة اللّه",No Arabic definition; No examples
omw-arb-09976429-n,Synset,"إِنْسان, كائِن حيّ, مخْلُوق",No Arabic definition; No examples
omw-arb-05870055-n,Synset,"إِنْسان, أحد, مرْء",No Arabic definition; No examples
omw-arb-02743261-a,Synset,إِنْسانِي,No Arabic definition; No examples
omw-arb-01258617-a,Synset,"إِنْسانِي, بشرِي, آدَمِي",No Arabic definition; No examples
omw-arb-00142662-r,Synset,"إِنْسانِيّاًً, بِشكْلٍ إِنْسانِي",No Arabic definition; No examples
omw-arb-00009147-v,Synset,"إِنْسلخ, أسْقط, طرح",No Arabic definition; No examples
omw-arb-00913705-n,Synset,إِنْتاج,No Arabic definition; No examples
omw-arb-00912960-n,Synset,إِنْتاج,No Arabic definition; No examples
omw-arb-04007894-n,Synset,"إِنْتاج, منْتُوج, مُنْتج",No Arabic definition; No examples
omw-arb-00914929-n,Synset,"إِنْتاج, ترْبِية",No Arabic definition; No examples
omw-arb-03841417-n,Synset,"إِنْتاج, أعْمال, عمل",No Arabic definition; No examples
omw-arb-00933420-n,Synset,"إِنْتاج فنِّي, اِبْداع فنِّي, فنّ",No Arabic definition; No examples
omw-arb-01723690-v,Synset,"إِنْتحل شخْصِيّة, اِتّخذ شخْصِيّة, مثّل شخْصِيّة",No Arabic definition; No examples
omw-arb-01983264-v,Synset,"إِنْتصب, إِنْتصب واقِفاً, إِنْتفض قائِماً",No Arabic definition; No examples
omw-arb-00059019-v,Synset,"إِنْتظر, حملتْ, تنْتظِرُ موْلُوداً",No Arabic definition; No examples
omw-arb-02290461-v,Synset,"إِنْتفع, إِسْتفاد, كسب",No Arabic definition; No examples
omw-arb-00358431-v,Synset,"إِنْتهى, اِنْتقل إلى الرّفِيق الأعْلى, فنِي",No Arabic definition; No examples
omw-arb-00674607-v,Synset,"إِنْتقى, إِنْتخب, إِخْتار",No Arabic definition; No examples
omw-arb-00552436-n,Synset,"إِنْتِعاش, حياة, حيوِيّة",No Arabic definition; No examples
omw-arb-04767347-n,Synset,"إِنْتِظام, اِنْسِجام, النِّظامِيّة",No Arabic definition; No examples
omw-arb-15267536-n,Synset,"إِنْتِهاء, اِخْتِتام, نُقْطة النِهاية",No Arabic definition; No examples
omw-arb-04799133-n,Synset,"إِنْتِماء عِرْقِيّ, إِنْتِمَاء عِرْقِيّ",No Arabic definition; No examples
omw-arb-00168658-n,Synset,إِنْتِقال,No Arabic definition; No examples
omw-arb-02717538-a,Synset,إِنْتِخابِي,No Arabic definition; No examples
omw-arb-14732946-n,Synset,"إِنْزِيم, خَمِيرَة",No Arabic definition; No examples
omw-arb-03005039-a,Synset,إِنْزِيمِيّ,No Arabic definition; No examples
omw-arb-01053617-n,Synset,"إِقامة, حُلُول, بقاء",No Arabic definition; No examples
omw-arb-01054545-n,Synset,"إِقامة, اِسْتِقْرار, اِسْتِيطان",No Arabic definition; No examples
omw-arb-00333829-n,Synset,"إِقْلاق, إِرْباك, إِزْعاج",No Arabic definition; No examples
omw-arb-08630039-n,Synset,"إِقْلِيم, مِنْطقة, نحْو",No Arabic definition; No examples
omw-arb-08688247-n,Synset,"إِقْلِيْم, منْطِقة",No Arabic definition; No examples
omw-arb-08552138-n,Synset,"إِقْلِيْم, مِنْطقة, مُحافظة",No Arabic definition; No examples
omw-arb-01093666-n,Synset,إِقْراض,No Arabic definition; No examples
omw-arb-07179943-n,Synset,"إِقْرار, تأكِيد",No Arabic definition; No examples
omw-arb-02053941-v,Synset,"إِقْترب, دنا, اقترب",No Arabic definition; No examples
omw-arb-00077419-n,Synset,"إِقْتِناء, اِكْتِساب, تملُّك",No Arabic definition; No examples
omw-arb-07161429-n,Synset,"إِقْتِراح, عرْض, مُقْترح",No Arabic definition; No examples
omw-arb-07162194-n,Synset,"إِقْتِراح, عرْض, مُقْترح",No Arabic definition; No examples
omw-arb-04864200-n,Synset,"إِرادة, عزْم",No Arabic definition; No examples
omw-arb-00815320-n,Synset,"إِرْشاد, تسْيير, توْجِيْه",No Arabic definition; No examples
omw-arb-01144876-n,Synset,"إِرْشاد, تسْيِير, توْجِيه",No Arabic definition; No examples
omw-arb-06786629-n,Synset,"إِرْشاد, أمر, تعْلِيمات",No Arabic definition; No examples
omw-arb-10702781-n,Synset,"إِرْهابِيّ, الإرهابيّ",No Arabic definition; No examples
omw-arb-00759694-n,Synset,"إِرْهاب, عمل إِرْهابِي",No Arabic definition; No examples
omw-arb-15271008-n,Synset,"إِرْجاء, اِسْتِراحة, اِيقاف",No Arabic definition; No examples
omw-arb-08859173-n,Synset,"إِرْلنْدا, إيرْلنْدا, أيْرلنْدا",No Arabic definition; No examples
omw-arb-00050652-v,Synset,"إِرْتدى, لبِس, ارتدى",No Arabic definition; No examples
omw-arb-00052374-v,Synset,"إِرْتدى, لبِس, تقلّد",No Arabic definition; No examples
omw-arb-00387310-v,Synset,"إِرْتدّ, عاد, عاود",No Arabic definition; No examples
omw-arb-02696801-v,Synset,"إِرْتفع, أطلّ, تعالى",No Arabic definition; No examples
omw-arb-00158222-v,Synset,"إِرْتفع, إِزْداد, إنتصر",No Arabic definition; No examples
omw-arb-01990281-v,Synset,"إِرْتفع, طلع, ظهر",No Arabic definition; No examples
omw-arb-01970348-v,Synset,"إِرْتفع, أشْرق, صعِد",No Arabic definition; No examples
omw-arb-01969216-v,Synset,"إِرْتقى, علا, علِي",No Arabic definition; No examples
omw-arb-01239868-n,Synset,"إِرْتِباط, اِلْتِزام",No Arabic definition; No examples
omw-arb-00203020-n,Synset,"إِرْتِجاع, ردّ فِعْل",No Arabic definition; No examples
omw-arb-00083585-n,Synset,"إِرْث, مِيراث, ترِكة",No Arabic definition; No examples
omw-arb-00419908-n,Synset,"إِساءة, عُنْف, مُعاملة سيْئة",No Arabic definition; No examples
omw-arb-00418025-n,Synset,إِساءة المُعاملة,No Arabic definition; No examples
omw-arb-11074573-n,Synset,إِسْماعِيل,No Arabic definition; No examples
omw-arb-00327366-n,Synset,"إِسْقاط, رمْي",No Arabic definition; No examples
omw-arb-00743822-n,Synset,"إِسْراف, تضْيِيع, تبْذِير",No Arabic definition; No examples
omw-arb-02324026-v,Synset,"إِسْتعار, اِسْتلف",No Arabic definition; No examples
omw-arb-01087197-v,Synset,"إِسْتعدّ, اِسْتعدّ, اِسْتعدّ لِلْمعْركة",No Arabic definition; No examples
omw-arb-01164273-v,Synset,"إِسْتغلّ, اِسْتثْمر, سخّر",No Arabic definition; No examples
omw-arb-02684924-v,Synset,"إِسْتغْرق, اِسْتمرّ, بقِي",No Arabic definition; No examples
omw-arb-01992503-v,Synset,"إِسْتمرّ, أحْرز تقدُّماُ, مرّ",No Arabic definition; No examples
omw-arb-00026385-v,Synset,"إِسْترْخى, اٍرْتاح, استرخى",No Arabic definition; No examples
omw-arb-00626300-v,Synset,إِسْتوْعب,No Arabic definition; No examples
omw-arb-00588221-v,Synset,"إِسْتوْعب, أدرك, فهم",No Arabic definition; No examples
omw-arb-02732798-v,Synset,"إِسْتوْعب, إِتّسع, قبِل",No Arabic definition; No examples
omw-arb-01988458-v,Synset,"إِسْتوْطن, اِسْتقرّ, حلّ",No Arabic definition; No examples
omw-arb-08428485-n,Synset,"إِسْتِعْراض, موْكِب",No Arabic definition; No examples
omw-arb-14483126-n,Synset,"إِسْتِحالة, عدم اِمْكانِيّة",No Arabic definition; No examples
omw-arb-00216723-n,Synset,إِسْتِبْعاد,No Arabic definition; No examples
omw-arb-00163406-n,Synset,"إِسْتِدارة 180 درجة, عكْس, عُدُول عن",No Arabic definition; No examples
omw-arb-04907991-n,Synset,"إِسْتِفْزاز, جِماح, تمرُّد",No Arabic definition; No examples
omw-arb-11417129-n,Synset,"إِسْتِجابة, ردّ فِعْل",No Arabic definition; No examples
omw-arb-11416988-n,Synset,"إِسْتِجابة, نتِيجة",No Arabic definition; No examples
omw-arb-00426928-n,Synset,"إِسْتِجْمام, لهْو, تسْلِية",No Arabic definition; No examples
omw-arb-02748952-a,Synset,إِسْتِنْتاجِي,No Arabic definition; No examples
omw-arb-13962765-n,Synset,"إِسْتِراحة, راحة أبدِيّة, راحة سرْمدِيّة",No Arabic definition; No examples
omw-arb-00947128-n,Synset,"إِسْتِخْدام, اِسْتِعْمال, توْظِيْف",No Arabic definition; No examples
omw-arb-05678300-n,Synset,"إِسْتِيقاظ, صحْو, سهر",No Arabic definition; No examples
omw-arb-02700104-v,Synset,"إِتّفق, اِنْسجم, تناسق",No Arabic definition; No examples
omw-arb-05638063-n,Synset,"إِتْقان, صنْعة, براعة",No Arabic definition; No examples
omw-arb-00048225-n,Synset,"إِتْيان, بُلُوغ, توصُّل",No Arabic definition; No examples
omw-arb-02653706-v,Synset,"إِتّصل, تعلّق, خَصَّ",No Arabic definition; No examples
omw-arb-01113068-n,Synset,"إِتِّجار, بيْع, مُتاجرء",No Arabic definition; No examples
omw-arb-07513508-n,Synset,إِثارة,No Arabic definition; No examples
omw-arb-00242808-n,Synset,"إِثارة, إِيْقاظ, تنْشِيط",No Arabic definition; No examples
omw-arb-01221790-n,Synset,"إِثارة, اِسْتِفْزاز, تهْيِيج",No Arabic definition; No examples
omw-arb-14023997-n,Synset,إِثارة,No Arabic definition; No examples
omw-arb-05827684-n,Synset,"إِثارة, حافِز, حاثّ",No Arabic definition; No examples
omw-arb-06650070-n,Synset,إِثْبات,No Arabic definition; No examples
omw-arb-05825245-n,Synset,"إِثْبات, بُرْهان, تأكِيد",No Arabic definition; No examples
omw-arb-05824739-n,Synset,"إِثْبات, حُجّة, بيِّنة",No Arabic definition; No examples
omw-arb-00757080-n,Synset,"إِثْم, معْصِية, خَطِيئَة",No Arabic definition; No examples
omw-arb-07500042-n,Synset,"إِخاء, أُخُوّة",No Arabic definition; No examples
omw-arb-00066636-n,Synset,"إِخْفاق, فشل, رُسُوب",No Arabic definition; No examples
omw-arb-00066397-n,Synset,إِخْفاق,No Arabic definition; No examples
omw-arb-04871374-n,Synset,"إِخْلاص, أمانة, صِدْق",No Arabic definition; No examples
omw-arb-01079604-n,Synset,"إِخْماد, قمْع, سحْق",No Arabic definition; No examples
omw-arb-00679937-v,Synset,إِخْتار,No Arabic definition; No examples
omw-arb-02321757-v,Synset,"إِخْتلس, سرق, اختلس",No Arabic definition; No examples
